Flt ID,Flt Dt (Z),A/C Type,STD,Dep Arp,STA,Arv Arp
XX360,20-Apr-17,32A,0540/20,LHR,0715/20,LYS
XX2630,20-Apr-17,32E,0540/20,LGW,0810/20,ALC
XX2931,20-Apr-17,31N,0540/20,EDI,0715/20,LGW
XX428,20-Apr-17,767,0540/20,LHR,0705/20,AMS
XX2706,20-Apr-17,E9X,0540/20,LGW,0745/20,BCN
XX761,20-Apr-17,32A,0545/20,OSL,0815/20,LHR
XX724,20-Apr-17,319,0545/20,LHR,0720/20,GVA
XX1382,20-Apr-17,32A,0545/20,LHR,0645/20,MAN
XX832,20-Apr-17,32A,0545/20,LHR,0710/20,DUB
XX771,20-Apr-17,319,0545/20,ARN,0830/20,LHR
XX2953,20-Apr-17,31N,0545/20,GLA,0720/20,LGW
XX599,20-Apr-17,32Z,0545/20,VCE,0810/20,LHR
XX423,20-Apr-17,321,0545/20,AMS,0700/20,LHR
XX122,20-Apr-17,77Y,0545/20,DOH,1305/20,LHR
XX1385,20-Apr-17,32A,0545/20,MAN,0655/20,LHR
XX1427,20-Apr-17,32A,0545/20,BHD,0715/20,LHR
XX675,20-Apr-17,32A,0550/20,IST,1005/20,LHR
XX148,20-Apr-17,32J,0550/20,BEY,1110/20,LHR
XX699,20-Apr-17,32A,0550/20,VIE,0820/20,LHR
XX1435,20-Apr-17,767,0555/20,EDI,0735/20,LHR
XX1301,20-Apr-17,32A,0555/20,ABZ,0735/20,LHR
XX638,20-Apr-17,32A,0555/20,LHR,0940/20,ATH
XX948,20-Apr-17,32A,0555/20,LHR,0745/20,MUC
XX1475,20-Apr-17,32C,0555/20,GLA,0730/20,LHR
XX154,20-Apr-17,789,0600/20,CAI,1110/20,LHR
XX710,20-Apr-17,319,0600/20,LHR,0745/20,ZRH
XX551,20-Apr-17,32A,0600/20,FCO,0850/20,LHR
XX552,20-Apr-17,767,0600/20,LHR,0835/20,FCO
XX1432,20-Apr-17,319,0600/20,LHR,0720/20,EDI
XX678,20-Apr-17,32A,0600/20,LHR,0955/20,IST
XX331,20-Apr-17,32A,0605/20,ORY,0730/20,LHR
XX2767,20-Apr-17,31N,0605/20,JER,0710/20,LGW
XX902,20-Apr-17,767,0605/20,LHR,0740/20,FRA
XX812,20-Apr-17,32A,0605/20,LHR,0755/20,CPH
XX332,20-Apr-17,319,0605/20,LHR,0730/20,ORY
XX1414,20-Apr-17,319,0610/20,LHR,0730/20,BHD
XX2688,20-Apr-17,32E,0610/20,LGW,0815/20,GOA
XX2712,20-Apr-17,32M,0610/20,LGW,0905/20,AGP
XX082,20-Apr-17,77Z,0610/20,ABV,1245/20,LHR
XX964,20-Apr-17,319,0610/20,LHR,0745/20,HAM
XX1324,20-Apr-17,32A,0610/20,LHR,0720/20,NCL
XX583,20-Apr-17,319,0610/20,MXP,0815/20,LHR
XX1472,20-Apr-17,32A,0615/20,LHR,0740/20,GLA
XX1304,20-Apr-17,319,0615/20,LHR,0745/20,ABZ
XX664,20-Apr-17,32A,0615/20,LHR,1050/20,LCA
XX2956,20-Apr-17,31N,0615/20,LGW,0745/20,GLA
XX990,20-Apr-17,319,0615/20,LHR,0805/20,TXL
XX2594,20-Apr-17,32E,0615/20,LGW,0930/20,CTA
XX304,20-Apr-17,32A,0615/20,LHR,0735/20,CDG
XX543,20-Apr-17,319,0620/20,BLQ,0840/20,LHR
XX2936,20-Apr-17,31N,0620/20,LGW,0745/20,EDI
XX776,20-Apr-17,32A,0620/20,LHR,0850/20,ARN
XX366,20-Apr-17,32A,0620/20,LHR,0815/20,MRS
XX458,20-Apr-17,77Y,0620/20,LHR,0850/20,MAD
XX846,20-Apr-17,32A,0625/20,LHR,0850/20,WAW
XX499,20-Apr-17,32A,0625/20,LIS,0910/20,LHR
XX2622,20-Apr-17,32G,0625/20,LGW,0840/20,NCE
XX831,20-Apr-17,319,0630/20,DUB,0810/20,LHR
XX377,20-Apr-17,321,0630/20,TLS,0830/20,LHR
XX9498,20-Apr-17,318,0630/20,LHR,0628/21,LHR
XX500,20-Apr-17,32A,0630/20,LHR,0915/20,LIS
XX936,20-Apr-17,321,0635/20,LHR,0755/20,DUS
XX610,20-Apr-17,32A,0635/20,LHR,0940/20,PMO
XX564,20-Apr-17,319,0635/20,LHR,0835/20,LIN
XX2596,20-Apr-17,32M,0635/20,LGW,0845/20,VRN
XX854,20-Apr-17,32A,0635/20,LHR,0835/20,PRG
XX790,20-Apr-17,319,0635/20,LHR,0830/20,GOT
XX372,20-Apr-17,32A,0640/20,LHR,0830/20,TLS
XX478,20-Apr-17,32A,0640/20,LHR,0850/20,BCN
XX1491,20-Apr-17,319,0645/20,GLA,0815/20,LHR
XX162,20-Apr-17,32J,0645/20,TLV,1220/20,LHR
XX762,20-Apr-17,32A,0645/20,LHR,0855/20,OSL
XX1434,20-Apr-17,32A,0645/20,LHR,0810/20,EDI
XX804,20-Apr-17,319,0645/20,LHR,0825/20,BLL
XX572,20-Apr-17,32A,0650/20,LHR,0850/20,MXP
XX2758,20-Apr-17,31N,0650/20,LGW,0810/20,AMS
XX342,20-Apr-17,321,0650/20,LHR,0855/20,NCE
XX2678,20-Apr-17,32E,0650/20,LGW,0940/20,DBV
XX918,20-Apr-17,319,0655/20,LHR,0835/20,STR
XX1340,20-Apr-17,319,0655/20,LHR,0755/20,LBA
XX696,20-Apr-17,32A,0655/20,LHR,0910/20,VIE
XX976,20-Apr-17,319,0700/20,LHR,0830/20,HAJ
XX1461,20-Apr-17,319,0700/20,EDI,0830/20,LHR
XX2770,20-Apr-17,31N,0700/20,LGW,0810/20,JER
XX1370,20-Apr-17,32A,0700/20,LHR,0800/20,MAN
XX165,20-Apr-17,789,0710/20,LHR,1200/20,TLV
XX2542,20-Apr-17,32E,0715/20,LGW,1000/20,FCO
XX906,20-Apr-17,319,0715/20,LHR,0855/20,FRA
XX540,20-Apr-17,32A,0715/20,LHR,0925/20,BLQ
XX890,20-Apr-17,321,0715/20,LHR,1025/20,SOF
XX726,20-Apr-17,319,0720/20,LHR,0900/20,GVA
XX1474,20-Apr-17,32J,0720/20,LHR,0850/20,GLA
XX416,20-Apr-17,32A,0720/20,LHR,0840/20,LUX
XX882,20-Apr-17,32A,0720/20,LHR,1035/20,KBP
XX430,20-Apr-17,321,0720/20,LHR,0840/20,AMS
XX604,20-Apr-17,321,0725/20,LHR,0935/20,PSA
XX2546,20-Apr-17,32E,0725/20,LGW,1025/20,ALG
XX392,20-Apr-17,319,0725/20,LHR,0835/20,BRU
XX548,20-Apr-17,319,0730/20,LHR,1000/20,FCO
XX117,20-Apr-17,74V,0730/20,LHR,1510/20,JFK
XX466,20-Apr-17,32A,0735/20,LHR,0930/20,BIO
XX752,20-Apr-17,319,0735/20,LHR,0910/20,BSL
XX1387,20-Apr-17,32A,0735/20,MAN,0845/20,LHR
XX198,20-Apr-17,77G,0740/20,BOM,1725/20,LHR
XX982,20-Apr-17,319,0745/20,LHR,0935/20,TXL
XX391,20-Apr-17,319,0745/20,BRU,0905/20,LHR
XX233,20-Apr-17,77Y,0745/20,LHR,1135/20,DME
XX306,20-Apr-17,319,0750/20,LHR,0915/20,CDG
XX2694,20-Apr-17,32E,0750/20,LGW,1045/20,FAO
XX866,20-Apr-17,32A,0750/20,LHR,1020/20,BUD
XX1306,20-Apr-17,32A,0750/20,LHR,0925/20,ABZ
XX833,20-Apr-17,32A,0755/20,DUB,0925/20,LHR
XX828,20-Apr-17,319,0755/20,LHR,0920/20,DUB
XX640,20-Apr-17,32A,0755/20,LHR,1135/20,ATH
XX578,20-Apr-17,321,0755/20,LHR,1005/20,VCE
XX1439,20-Apr-17,319,0800/20,EDI,0935/20,LHR
XX950,20-Apr-17,32A,0800/20,LHR,0955/20,MUC
XX361,20-Apr-17,32A,0800/20,LYS,0945/20,LHR
XX1325,20-Apr-17,32A,0800/20,NCL,0920/20,LHR
XX2787,20-Apr-17,31N,0800/20,BOD,0935/20,LGW
XX1423,20-Apr-17,319,0810/20,BHD,0935/20,LHR
XX725,20-Apr-17,319,0810/20,GVA,1000/20,LHR
XX1438,20-Apr-17,321,0815/20,LHR,0940/20,EDI
XX429,20-Apr-17,767,0815/20,AMS,0940/20,LHR
XX333,20-Apr-17,319,0820/20,ORY,0945/20,LHR
XX878,20-Apr-17,32A,0820/20,LHR,1135/20,LED
XX576,20-Apr-17,319,0820/20,LHR,1020/20,LIN
XX053,20-Apr-17,77Y,0820/20,LHR,1815/20,SEA
XX728,20-Apr-17,319,0825/20,LHR,1010/20,GVA
XX1477,20-Apr-17,32A,0825/20,GLA,1000/20,LHR
XX712,20-Apr-17,32A,0825/20,LHR,1020/20,ZRH
XX1326,20-Apr-17,32A,0825/20,LHR,0940/20,NCL
XX1305,20-Apr-17,319,0825/20,ABZ,1010/20,LHR
XX711,20-Apr-17,319,0825/20,ZRH,1020/20,LHR
XX2957,20-Apr-17,31N,0830/20,GLA,1005/20,LGW
XX949,20-Apr-17,32A,0830/20,MUC,1035/20,LHR
XX307,20-Apr-17,32A,0830/20,CDG,0955/20,LHR
XX1341,20-Apr-17,319,0830/20,LBA,0945/20,LHR
XX2583,20-Apr-17,32E,0830/20,VCE,1045/20,LGW
XX2707,20-Apr-17,E9X,0830/20,BCN,1050/20,LGW
XX965,20-Apr-17,319,0835/20,HAM,1025/20,LHR
XX484,20-Apr-17,32A,0835/20,LHR,1045/20,BCN
XX175,20-Apr-17,74S,0840/20,LHR,1625/20,JFK
XX2714,20-Apr-17,31N,0840/20,LGW,1140/20,AGP
XX1389,20-Apr-17,32A,0840/20,MAN,0950/20,LHR
XX001,20-Apr-17,318,0840/20,LCY,1000/20,SNN
XX2937,20-Apr-17,31N,0840/20,EDI,1015/20,LGW
XX346,20-Apr-17,767,0840/20,LHR,1045/20,NCE
XX217,20-Apr-17,74S,0840/20,LHR,1645/20,IAD
XX1468,20-Apr-17,32A,0845/20,LHR,1025/20,INV
XX8005,20-Apr-17,75O,0845/20,ORY,1725/20,JFK
XX283,20-Apr-17,38A,0850/20,LHR,2005/20,LAX
XX862,20-Apr-17,32A,0850/20,LHR,1055/20,PRG
XX937,20-Apr-17,321,0850/20,DUS,1025/20,LHR
XX457,20-Apr-17,767,0855/20,MAD,1115/20,LHR
XX2771,20-Apr-17,31N,0855/20,JER,0955/20,LGW
XX814,20-Apr-17,32A,0855/20,LHR,1055/20,CPH
XX2631,20-Apr-17,32E,0855/20,ALC,1140/20,LGW
XX760,20-Apr-17,319,0855/20,LHR,1100/20,BGO
XX195,20-Apr-17,77Z,0855/20,LHR,1915/20,IAH
XX903,20-Apr-17,767,0855/20,FRA,1045/20,LHR
XX2759,20-Apr-17,31N,0855/20,AMS,1010/20,LGW
XX2689,20-Apr-17,32E,0900/20,GOA,1100/20,LGW
XX1476,20-Apr-17,32A,0900/20,LHR,1030/20,GLA
XX991,20-Apr-17,319,0900/20,TXL,1100/20,LHR
XX2159,20-Apr-17,77D,0900/20,LGW,1745/20,UVF
XX1441,20-Apr-17,32A,0905/20,EDI,1040/20,LHR
XX813,20-Apr-17,32A,0905/20,CPH,1110/20,LHR
XX2607,20-Apr-17,32M,0905/20,NAP,1155/20,LGW
XX805,20-Apr-17,319,0910/20,BLL,1105/20,LHR
XX700,20-Apr-17,32A,0910/20,LHR,1130/20,VIE
XX367,20-Apr-17,32A,0910/20,MRS,1115/20,LHR
XX253,20-Apr-17,77J,0910/20,LHR,1825/20,NAS
XX1386,20-Apr-17,32A,0910/20,LHR,1015/20,MAN
XX139,20-Apr-17,789,0915/20,LHR,1815/20,BOM
XX373,20-Apr-17,32A,0915/20,TLS,1115/20,LHR
XX104,20-Apr-17,77X,0915/20,DXB,1705/20,LHR
XX791,20-Apr-17,319,0915/20,GOT,1130/20,LHR
XX977,20-Apr-17,319,0920/20,HAJ,1100/20,LHR
XX855,20-Apr-17,32A,0920/20,PRG,1130/20,LHR
XX919,20-Apr-17,319,0920/20,STR,1110/20,LHR
XX2279,20-Apr-17,77K,0920/20,LGW,2015/20,OAK
XX574,20-Apr-17,319,0925/20,LHR,1125/20,LIN
XX143,20-Apr-17,789,0925/20,LHR,1755/20,DEL
XX393,20-Apr-17,319,0925/20,BRU,1040/20,LHR
XX2623,20-Apr-17,32G,0925/20,NCE,1130/20,LGW
XX065,20-Apr-17,74V,0930/20,LHR,1800/20,NBO
XX417,20-Apr-17,32A,0930/20,LUX,1100/20,LHR
XX2597,20-Apr-17,32M,0930/20,VRN,1135/20,LGW
XX565,20-Apr-17,319,0930/20,LIN,1135/20,LHR
XX2157,20-Apr-17,77C,0930/20,LGW,1800/20,ANU
XX1479,20-Apr-17,32J,0935/20,GLA,1110/20,LHR
XX185,20-Apr-17,77Y,0935/20,LHR,1720/20,EWR
XX834,20-Apr-17,32Z,0935/20,LHR,1105/20,DUB
XX763,20-Apr-17,32A,0935/20,OSL,1205/20,LHR
XX479,20-Apr-17,32A,0935/20,BCN,1200/20,LHR
XX777,20-Apr-17,32A,0935/20,ARN,1220/20,LHR
XX431,20-Apr-17,321,0935/20,AMS,1055/20,LHR
XX962,20-Apr-17,32A,0940/20,LHR,1120/20,HAM
XX207,20-Apr-17,74V,0940/20,LHR,1900/20,MIA
XX938,20-Apr-17,319,0945/20,LHR,1110/20,DUS
XX546,20-Apr-17,321,0945/20,LHR,1215/20,FCO
XX847,20-Apr-17,32A,0945/20,WAW,1230/20,LHR
XX553,20-Apr-17,767,0945/20,FCO,1235/20,LHR
XX2760,20-Apr-17,31N,0950/20,LGW,1110/20,AMS
XX343,20-Apr-17,321,0950/20,NCE,1205/20,LHR
XX474,20-Apr-17,32A,0950/20,LHR,1200/20,BCN
XX2713,20-Apr-17,32M,0950/20,AGP,1250/20,LGW
XX992,20-Apr-17,319,0950/20,LHR,1140/20,TXL
XX295,20-Apr-17,74V,0950/20,LHR,1825/20,ORD
XX235,20-Apr-17,32J,0955/20,LHR,1350/20,DME
XX753,20-Apr-17,319,0955/20,BSL,1140/20,LHR
XX573,20-Apr-17,32A,0955/20,MXP,1200/20,LHR
XX727,20-Apr-17,319,0955/20,GVA,1140/20,LHR
XX697,20-Apr-17,32A,0955/20,VIE,1225/20,LHR
XX308,20-Apr-17,319,1000/20,LHR,1120/20,CDG
XX886,20-Apr-17,321,1000/20,LHR,1320/20,OTP
XX907,20-Apr-17,319,1000/20,FRA,1155/20,LHR
XX904,20-Apr-17,319,1000/20,LHR,1145/20,FRA
XX827,20-Apr-17,319,1005/20,DUB,1135/20,LHR
XX1307,20-Apr-17,32A,1005/20,ABZ,1145/20,LHR
XX309,20-Apr-17,319,1010/20,CDG,1130/20,LHR
XX501,20-Apr-17,32A,1010/20,LIS,1300/20,LHR
XX213,20-Apr-17,74S,1015/20,LHR,1730/20,BOS
XX173,20-Apr-17,74S,1015/20,LHR,1800/20,JFK
XX2595,20-Apr-17,32E,1015/20,CTA,1335/20,LGW
XX778,20-Apr-17,32A,1020/20,LHR,1255/20,ARN
XX467,20-Apr-17,32A,1020/20,BIO,1215/20,LHR
XX2037,20-Apr-17,77D,1020/20,LGW,1935/20,MCO
XX459,20-Apr-17,77Y,1020/20,MAD,1250/20,LHR
XX596,20-Apr-17,321,1020/20,LHR,1230/20,VCE
XX541,20-Apr-17,32A,1020/20,BLQ,1240/20,LHR
XX1327,20-Apr-17,32A,1025/20,NCL,1145/20,LHR
XX794,20-Apr-17,32A,1025/20,LHR,1320/20,HEL
XX1443,20-Apr-17,321,1025/20,EDI,1200/20,LHR
XX2600,20-Apr-17,31N,1025/20,LGW,1235/20,PSA
XX2679,20-Apr-17,32E,1025/20,DBV,1315/20,LGW
XX983,20-Apr-17,319,1025/20,TXL,1230/20,LHR
XX2155,20-Apr-17,77C,1025/20,LGW,1905/20,BGI
XX285,20-Apr-17,74S,1025/20,LHR,2120/20,SFO
XX1430,20-Apr-17,319,1025/20,LHR,1150/20,BHD
XX344,20-Apr-17,32A,1030/20,LHR,1235/20,NCE
XX611,20-Apr-17,32A,1030/20,PMO,1325/20,LHR
XX075,20-Apr-17,77Y,1030/20,LHR,1655/20,LOS
XX702,20-Apr-17,32A,1035/20,LHR,1255/20,VIE
XX639,20-Apr-17,32A,1035/20,ATH,1440/20,LHR
XX730,20-Apr-17,319,1035/20,LHR,1220/20,GVA
XX605,20-Apr-17,321,1035/20,PSA,1300/20,LHR
XX1442,20-Apr-17,32A,1040/20,LHR,1205/20,EDI
XX951,20-Apr-17,32A,1040/20,MUC,1245/20,LHR
XX007,20-Apr-17,77G,1040/20,LHR,2215/20,HND
XX434,20-Apr-17,32A,1045/20,LHR,1205/20,AMS
XX746,20-Apr-17,319,1045/20,LHR,1235/20,SVG
XX662,20-Apr-17,767,1045/20,LHR,1520/20,LCA
XX2586,20-Apr-17,31N,1050/20,LGW,1300/20,VCE
XX2960,20-Apr-17,31N,1050/20,LGW,1220/20,GLA
XX001,20-Apr-17,318,1050/20,SNN,1805/20,JFK
XX2543,20-Apr-17,32E,1050/20,FCO,1340/20,LGW
XX679,20-Apr-17,32A,1050/20,IST,1505/20,LHR
XX193,20-Apr-17,74S,1055/20,LHR,2045/20,DFW
XX2167,20-Apr-17,77D,1055/20,LGW,2020/20,TPA
XX1482,20-Apr-17,32A,1055/20,LHR,1225/20,GLA
XX549,20-Apr-17,319,1055/20,FCO,1350/20,LHR
XX125,20-Apr-17,77X,1055/20,LHR,1730/20,BAH
XX191,20-Apr-17,789,1100/20,LHR,2120/20,AUS
XX562,20-Apr-17,32A,1100/20,LHR,1300/20,LIN
XX334,20-Apr-17,319,1100/20,LHR,1225/20,ORY
XX2205,20-Apr-17,77D,1100/20,LGW,2005/20,PUJ
XX1391,20-Apr-17,32A,1100/20,MAN,1210/20,LHR
XX1469,20-Apr-17,32A,1105/20,INV,1240/20,LHR
XX1483,20-Apr-17,32A,1110/20,GLA,1240/20,LHR
XX1388,20-Apr-17,321,1110/20,LHR,1215/20,MAN
XX2940,20-Apr-17,31N,1110/20,LGW,1240/20,EDI
XX729,20-Apr-17,319,1110/20,GVA,1255/20,LHR
XX1308,20-Apr-17,319,1110/20,LHR,1250/20,ABZ
XX2772,20-Apr-17,31N,1110/20,LGW,1215/20,JER
XX579,20-Apr-17,321,1110/20,VCE,1330/20,LHR
XX713,20-Apr-17,32A,1110/20,ZRH,1305/20,LHR
XX867,20-Apr-17,32A,1115/20,BUD,1400/20,LHR
XX714,20-Apr-17,319,1115/20,LHR,1305/20,ZRH
XX577,20-Apr-17,319,1120/20,LIN,1325/20,LHR
XX271,20-Apr-17,74V,1120/20,LHR,2205/20,LAS
XX490,20-Apr-17,32A,1125/20,LHR,1420/20,GIB
XX394,20-Apr-17,319,1125/20,LHR,1240/20,BRU
XX2547,20-Apr-17,32E,1125/20,ALG,1420/20,LGW
XX015,19-Apr-17,77G,1125/20,SIN,1910/20,SYD
XX883,20-Apr-17,32A,1125/20,KBP,1505/20,LHR
XX891,20-Apr-17,321,1130/20,SOF,1500/20,LHR
XX485,20-Apr-17,32A,1130/20,BCN,1355/20,LHR
XX759,20-Apr-17,319,1135/20,BGO,1345/20,LHR
XX2794,20-Apr-17,32E,1135/20,LGW,1400/20,VLC
XX017,20-Apr-17,78B,1135/20,LHR,2230/20,ICN
XX816,20-Apr-17,32A,1140/20,LHR,1340/20,CPH
XX952,20-Apr-17,32A,1140/20,LHR,1335/20,MUC
XX073,20-Apr-17,789,1140/20,LHR,1855/20,AUH
XX665,20-Apr-17,32A,1140/20,LCA,1645/20,LHR
XX863,20-Apr-17,32A,1140/20,PRG,1350/20,LHR
XX067,20-Apr-17,74S,1140/20,LHR,1925/20,PHL
XX8003,20-Apr-17,76L,1140/20,ORY,2015/20,EWR
XX2680,20-Apr-17,32E,1140/20,LGW,1425/20,DBV
XX238,20-Apr-17,77Y,1145/20,BOS,1820/20,LHR
XX2695,20-Apr-17,32E,1145/20,FAO,1435/20,LGW
XX984,20-Apr-17,319,1145/20,LHR,1340/20,TXL
XX560,20-Apr-17,767,1145/20,LHR,1420/20,FCO
XX1342,20-Apr-17,319,1145/20,LHR,1250/20,LBA
XX815,20-Apr-17,32A,1145/20,CPH,1355/20,LHR
XX874,20-Apr-17,32A,1150/20,LHR,1425/20,BUD
XX835,20-Apr-17,32Z,1150/20,DUB,1325/20,LHR
XX178,20-Apr-17,74S,1155/20,JFK,1845/20,LHR
XX1416,20-Apr-17,319,1155/20,LHR,1320/20,BHD
XX107,20-Apr-17,74S,1155/20,LHR,1910/20,DXB
XX347,20-Apr-17,767,1155/20,NCE,1410/20,LHR
XX2761,20-Apr-17,31N,1155/20,AMS,1310/20,LGW
XX438,20-Apr-17,32A,1200/20,LHR,1320/20,AMS
XX2584,20-Apr-17,32E,1200/20,LGW,1410/20,VCE
XX177,20-Apr-17,77Y,1200/20,LHR,1955/20,JFK
XX939,20-Apr-17,319,1200/20,DUS,1330/20,LHR
XX035,20-Apr-17,78B,1205/20,LHR,2200/20,MAA
XX1446,20-Apr-17,32J,1205/20,LHR,1335/20,EDI
XX368,20-Apr-17,32A,1205/20,LHR,1400/20,MRS
XX969,20-Apr-17,32A,1210/20,HAM,1355/20,LHR
XX1484,20-Apr-17,32A,1210/20,LHR,1340/20,GLA
XX9254P,20-Apr-17,E9X,1210/20,LGW,1255/20,STN
XX093,20-Apr-17,74S,1210/20,LHR,1955/20,YYZ
XX315,20-Apr-17,319,1215/20,CDG,1335/20,LHR
XX836,20-Apr-17,319,1215/20,LHR,1340/20,DUB
XX632,20-Apr-17,767,1215/20,LHR,1555/20,ATH
XX701,20-Apr-17,32A,1220/20,VIE,1450/20,LHR
XX940,20-Apr-17,319,1220/20,LHR,1345/20,DUS
XX314,20-Apr-17,319,1220/20,LHR,1340/20,CDG
XX575,20-Apr-17,319,1220/20,LIN,1425/20,LHR
XX2715,20-Apr-17,31N,1225/20,AGP,1520/20,LGW
XX2576,20-Apr-17,31N,1225/20,LGW,1420/20,TRN
XX1332,20-Apr-17,32C,1225/20,LHR,1340/20,NCL
XX780,20-Apr-17,767,1225/20,LHR,1500/20,ARN
XX860,20-Apr-17,32A,1225/20,LHR,1430/20,PRG
XX766,20-Apr-17,319,1230/20,LHR,1445/20,OSL
XX2039,20-Apr-17,77K,1230/20,LGW,2155/20,MCO
XX1415,20-Apr-17,319,1230/20,BHD,1355/20,LHR
